S train_x,D train_x,P(Df|e) train_x,P(D|e) train_x,P(Df) train_x,S valid_x,D valid_x,P(Df|e) valid_x,P(D|e) valid_x,P(Df) valid_x,S test_x,D test_x,P(Df|e) test_x,P(D|e) test_x,P(Df) test_x
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
0,0,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.32719701528549194,,,,,,,,,,,
1,0,,0.32719701528549194,,,,,,,,,,,
1,1,,0.32719701528549194,,,,,,,,,,,
0,1,,0.7995027899742126,,,,,,,,,,,
0,1,,0.7995027899742126,,,,,,,,,,,
0,1,,0.7995027899742126,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
0,0,,0.8208843469619751,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
0,1,,0.8021969199180603,,,,,,,,,,,
0,1,,0.8021969199180603,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.38006994128227234,,,,,,,,,,,
1,0,,0.38006994128227234,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.38006994128227234,,,,,,,,,,,
1,0,,0.38006994128227234,,,,,,,,,,,
1,1,,0.38006994128227234,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
0,1,,0.8363277912139893,,,,,,,,,,,
0,0,,0.8363277912139893,,,,,,,,,,,
0,1,,0.8363277912139893,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
1,0,,0.4027806222438812,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
0,1,,0.8146993517875671,,,,,,,,,,,
0,0,,0.8146993517875671,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,0,,0.8244859576225281,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
0,1,,0.8379988074302673,,,,,,,,,,,
0,1,,0.8379988074302673,,,,,,,,,,,
0,1,,0.7856298685073853,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,0,,0.683099091053009,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,1,,0.6905974745750427,,,,,,,,,,,
0,0,,0.6905974745750427,,,,,,,,,,,
0,0,,0.6905974745750427,,,,,,,,,,,
1,1,,0.38006994128227234,,,,,,,,,,,
1,0,,0.38006994128227234,,,,,,,,,,,
1,1,,0.38006994128227234,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,0,,0.7977495193481445,,,,,,,,,,,
0,1,,0.7977495193481445,,,,,,,,,,,
0,1,,0.7977495193481445,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,1,,0.6636972427368164,,,,,,,,,,,
0,0,,0.6636972427368164,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
0,1,,0.8021969199180603,,,,,,,,,,,
0,1,,0.8021969199180603,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8404217958450317,,,,,,,,,,,
0,1,,0.8404217958450317,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,1,,0.6374225616455078,,,,,,,,,,,
0,1,,0.6374225616455078,,,,,,,,,,,
0,1,,0.6374225616455078,,,,,,,,,,,
1,0,,0.4027806222438812,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
1,0,,0.4027806222438812,,,,,,,,,,,
0,0,,0.6636972427368164,,,,,,,,,,,
0,0,,0.6636972427368164,,,,,,,,,,,
0,0,,0.6636972427368164,,,,,,,,,,,
0,1,,0.6636972427368164,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9746018648147583,,,,,,,,,,,
1,1,,0.9746018648147583,,,,,,,,,,,
1,1,,0.9746018648147583,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,0,,0.7930412292480469,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.39277222752571106,,,,,,,,,,,
1,0,,0.39277222752571106,,,,,,,,,,,
1,1,,0.39277222752571106,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,1,,0.8404217958450317,,,,,,,,,,,
0,1,,0.8404217958450317,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,1,,0.7856298685073853,,,,,,,,,,,
0,0,,0.7856298685073853,,,,,,,,,,,
0,0,,0.7856298685073853,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
0,1,,0.6582893133163452,,,,,,,,,,,
0,1,,0.6582893133163452,,,,,,,,,,,
0,1,,0.6582893133163452,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,0,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,0,,0.6582893133163452,,,,,,,,,,,
0,1,,0.6582893133163452,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
0,1,,0.7856298685073853,,,,,,,,,,,
0,1,,0.7856298685073853,,,,,,,,,,,
0,0,,0.7856298685073853,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,0,,0.68380206823349,,,,,,,,,,,
0,0,,0.68380206823349,,,,,,,,,,,
0,1,,0.68380206823349,,,,,,,,,,,
1,1,,0.39755696058273315,,,,,,,,,,,
1,0,,0.39755696058273315,,,,,,,,,,,
1,0,,0.39755696058273315,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
0,0,,0.7977495193481445,,,,,,,,,,,
0,0,,0.7977495193481445,,,,,,,,,,,
0,0,,0.7977495193481445,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
0,0,,0.8021969199180603,,,,,,,,,,,
0,1,,0.8021969199180603,,,,,,,,,,,
0,0,,0.8021969199180603,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,0,,0.665364682674408,,,,,,,,,,,
0,1,,0.665364682674408,,,,,,,,,,,
0,0,,0.665364682674408,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8021969199180603,,,,,,,,,,,
1,0,,0.3708924353122711,,,,,,,,,,,
0,0,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
0,1,,0.785230278968811,,,,,,,,,,,
0,0,,0.785230278968811,,,,,,,,,,,
0,1,,0.785230278968811,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
0,1,,0.7856298685073853,,,,,,,,,,,
0,1,,0.7856298685073853,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,0,,0.8208843469619751,,,,,,,,,,,
0,0,,0.8208843469619751,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3708924353122711,,,,,,,,,,,
1,1,,0.3708924353122711,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
0,1,,0.6374225616455078,,,,,,,,,,,
0,0,,0.6374225616455078,,,,,,,,,,,
0,1,,0.6374225616455078,,,,,,,,,,,
0,1,,0.8722029328346252,,,,,,,,,,,
0,1,,0.8722029328346252,,,,,,,,,,,
0,1,,0.8722029328346252,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
0,1,,0.7075822949409485,,,,,,,,,,,
0,1,,0.7075822949409485,,,,,,,,,,,
0,1,,0.7075822949409485,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,0,,0.7930412292480469,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.32719701528549194,,,,,,,,,,,
1,0,,0.32719701528549194,,,,,,,,,,,
1,0,,0.32719701528549194,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
0,1,,0.7834814190864563,,,,,,,,,,,
0,1,,0.7834814190864563,,,,,,,,,,,
0,0,,0.7834814190864563,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,0,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,0,,0.6374225616455078,,,,,,,,,,,
0,0,,0.6374225616455078,,,,,,,,,,,
0,1,,0.8404217958450317,,,,,,,,,,,
0,1,,0.8404217958450317,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
1,0,,0.43280455470085144,,,,,,,,,,,
1,1,,0.43280455470085144,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,0,,0.3625858724117279,,,,,,,,,,,
1,0,,0.3625858724117279,,,,,,,,,,,
1,1,,0.3625858724117279,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,0,,0.32719701528549194,,,,,,,,,,,
1,0,,0.32719701528549194,,,,,,,,,,,
1,1,,0.32719701528549194,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8254302144050598,,,,,,,,,,,
0,1,,0.8254302144050598,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,0,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
1,1,,0.39277222752571106,,,,,,,,,,,
1,0,,0.39277222752571106,,,,,,,,,,,
1,1,,0.39277222752571106,,,,,,,,,,,
0,0,,0.6582893133163452,,,,,,,,,,,
0,1,,0.6582893133163452,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
1,0,,0.2673608064651489,,,,,,,,,,,
1,0,,0.2673608064651489,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,0,,0.8404217958450317,,,,,,,,,,,
0,1,,0.8404217958450317,,,,,,,,,,,
0,1,,0.8404217958450317,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,0,,0.6636972427368164,,,,,,,,,,,
0,1,,0.6636972427368164,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,1,,0.7977495193481445,,,,,,,,,,,
0,1,,0.7977495193481445,,,,,,,,,,,
0,1,,0.7977495193481445,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,0,,0.8244859576225281,,,,,,,,,,,
0,0,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
0,0,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,0,,0.68380206823349,,,,,,,,,,,
0,0,,0.68380206823349,,,,,,,,,,,
0,0,,0.68380206823349,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
0,0,,0.6905974745750427,,,,,,,,,,,
0,1,,0.6905974745750427,,,,,,,,,,,
0,1,,0.785230278968811,,,,,,,,,,,
0,1,,0.785230278968811,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
0,1,,0.598344087600708,,,,,,,,,,,
0,0,,0.598344087600708,,,,,,,,,,,
0,0,,0.598344087600708,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,1,,0.7977495193481445,,,,,,,,,,,
0,0,,0.7977495193481445,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,0,,0.8244859576225281,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,0,,0.4027806222438812,,,,,,,,,,,
1,0,,0.3708924353122711,,,,,,,,,,,
1,1,,0.3708924353122711,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,0,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
